age;job;marital;education;housing;loan;duration
31;management;married;high,school;no;no;1272
45;admin,;divorced;university,degree;no;no;107
42;admin,;single;university,degree;no;no;401
47;services;single;basic,9y;no;no;64
42;blue-collar;divorced;basic,9y;no;no;111
23;blue-collar;single;basic,9y;no;no;360
42;housemaid;divorced;basic,4y;no;no;461
39;housemaid;married;basic,4y;no;no;240
37;blue-collar;married;basic,9y;no;no;412
43;management;married;university,degree;no;no;240
39;technician;married;basic,9y;no;no;62
32;services;single;high,school;no;no;722
25;admin,;married;high,school;no;yes;64
29;technician;married;professional,course;no;no;328
42;blue-collar;divorced;basic,9y;no;no;259
46;entrepreneur;married;university,degree;no;yes;126
32;management;single;university,degree;no;no;66
35;blue-collar;married;basic,9y;no;no;1356
44;services;married;high,school;no;no;190
36;admin,;married;university,degree;no;no;61
39;unemployed;married;high,school;no;no;74
56;blue-collar;married;basic,9y;no;no;86
28;housemaid;single;basic,6y;no;no;94
40;blue-collar;married;basic,9y;no;no;56
49;unemployed;divorced;basic,9y;no;no;326
49;admin,;divorced;high,school;no;no;21
36;blue-collar;married;basic,6y;no;no;179
45;services;single;basic,9y;no;yes;236
51;blue-collar;married;basic,4y;no;yes;87
33;services;divorced;unknown;no;no;66
41;admin,;single;high,school;no;no;459
42;entrepreneur;married;high,school;no;no;217
28;technician;married;university,degree;no;no;289
27;admin,;single;university,degree;no;no;130
40;technician;married;basic,9y;no;no;166
43;services;single;high,school;no;no;385
36;blue-collar;married;high,school;no;no;889
33;blue-collar;married;basic,9y;no;no;199
43;admin,;married;high,school;no;no;240
55;blue-collar;married;basic,4y;no;no;199
59;technician;divorced;university,degree;no;no;39
49;blue-collar;married;basic,4y;no;yes;256
35;self-employed;married;high,school;no;no;187
48;blue-collar;married;basic,4y;no;no;297
56;retired;married;basic,4y;no;no;121
51;technician;married;professional,course;no;yes;130
47;admin,;divorced;high,school;no;no;480
39;blue-collar;married;basic,9y;no;yes;51
47;admin,;divorced;high,school;no;no;532
52;retired;married;basic,4y;no;no;445
47;admin,;divorced;high,school;no;no;129
41;blue-collar;married;unknown;no;no;226
45;services;divorced;high,school;no;no;295
49;admin,;married;unknown;no;no;630
40;services;married;basic,6y;no;no;209
40;admin,;single;university,degree;no;no;192
28;admin,;single;high,school;no;no;154
40;services;married;high,school;no;yes;162
53;entrepreneur;single;basic,9y;no;no;933
51;blue-collar;married;high,school;no;no;110
27;admin,;single;high,school;no;no;261
48;blue-collar;married;basic,4y;no;no;151
41;entrepreneur;married;basic,4y;no;no;531
34;services;married;basic,9y;no;no;112
46;admin,;married;university,degree;no;no;41
55;retired;divorced;high,school;no;no;210
33;blue-collar;married;basic,9y;no;no;532
34;blue-collar;married;basic,9y;no;no;136
37;technician;single;high,school;no;no;500
48;blue-collar;married;basic,9y;no;no;212
29;services;single;university,degree;no;no;234
33;blue-collar;married;basic,9y;no;yes;387
36;entrepreneur;married;high,school;no;no;500
36;admin,;married;university,degree;no;no;267
52;blue-collar;married;basic,9y;no;no;535
39;self-employed;married;university,degree;no;no;175
44;entrepreneur;married;basic,6y;no;no;973
60;retired;married;high,school;no;no;188
41;admin,;divorced;basic,6y;no;no;141
33;admin,;married;professional,course;no;no;209
34;technician;married;professional,course;no;no;166
23;services;single;high,school;no;no;104
31;admin,;single;high,school;no;no;88
23;services;single;high,school;no;no;316
31;admin,;married;university,degree;no;no;211
36;services;married;high,school;no;no;455
50;technician;married;professional,course;no;no;830
47;technician;married;professional,course;no;no;208
59;retired;married;university,degree;no;no;95
32;technician;married;professional,course;no;no;167
38;housemaid;single;basic,4y;no;no;457
36;self-employed;married;professional,course;no;yes;216
44;unknown;single;basic,9y;no;no;366
25;admin,;single;high,school;no;no;270
25;blue-collar;single;high,school;no;no;234
25;admin,;married;high,school;no;no;68
37;management;married;university,degree;no;no;92
25;admin,;divorced;professional,course;no;no;159
32;admin,;single;university,degree;no;no;97
51;blue-collar;divorced;basic,9y;no;no;293
41;services;married;basic,9y;no;no;88
33;entrepreneur;single;professional,course;no;no;143
38;unemployed;married;high,school;no;no;273
30;blue-collar;single;basic,9y;no;no;152
31;admin,;married;high,school;no;no;87
24;services;single;high,school;no;no;98
34;management;single;high,school;no;no;264
39;blue-collar;married;professional,course;no;no;280
35;technician;married;professional,course;no;no;164
43;entrepreneur;married;basic,4y;no;no;25
33;services;divorced;unknown;no;yes;277
47;blue-collar;married;basic,4y;no;no;95
56;housemaid;married;basic,4y;no;yes;116
37;technician;married;professional,course;no;no;237
38;technician;married;professional,course;no;no;224
42;blue-collar;married;basic,4y;no;no;100
31;technician;married;high,school;no;no;75
39;services;married;basic,9y;no;yes;51
38;blue-collar;married;unknown;no;no;340
42;management;divorced;university,degree;no;no;255
31;admin,;married;high,school;no;no;160
43;admin,;divorced;high,school;no;no;96
38;admin,;married;professional,course;no;no;182
35;management;divorced;university,degree;no;no;13
36;admin,;married;high,school;no;no;74
33;blue-collar;single;basic,6y;no;yes;380
50;admin,;divorced;university,degree;no;no;371
46;blue-collar;married;basic,6y;no;no;500
34;blue-collar;married;basic,9y;no;yes;146
36;services;divorced;university,degree;no;no;407
34;admin,;married;university,degree;no;no;416
37;technician;single;university,degree;no;no;756
44;blue-collar;divorced;basic,6y;no;yes;122
31;services;single;high,school;no;no;500
48;admin,;divorced;high,school;no;no;352
36;technician;married;university,degree;no;no;95
25;services;single;high,school;no;no;422
53;services;married;high,school;no;no;336
55;technician;married;professional,course;no;no;89
30;blue-collar;single;basic,4y;no;no;112
45;management;married;university,degree;no;no;208
37;services;married;high,school;no;no;221
31;services;married;high,school;no;no;624
25;admin,;single;high,school;no;no;252
60;management;married;unknown;no;no;230
28;entrepreneur;married;basic,4y;no;no;482
41;admin,;married;high,school;no;yes;205
31;entrepreneur;single;basic,9y;no;no;131
31;admin,;married;university,degree;no;yes;15
26;technician;married;professional,course;no;no;192
33;blue-collar;married;basic,4y;no;no;219
52;admin,;divorced;university,degree;no;no;188
52;admin,;divorced;university,degree;no;no;262
25;services;married;high,school;no;no;161
25;services;married;high,school;no;no;259
32;services;married;basic,9y;no;no;491
32;services;married;high,school;no;no;220
56;unemployed;divorced;professional,course;no;no;141
31;services;divorced;high,school;no;no;123
27;services;single;high,school;no;no;509
56;services;married;basic,4y;no;no;160
56;services;married;basic,4y;no;no;534
60;admin,;married;high,school;no;no;201
60;admin,;married;high,school;no;no;320
29;entrepreneur;married;university,degree;no;no;208
36;technician;single;unknown;no;no;290
55;services;married;basic,6y;no;no;31
36;technician;single;unknown;no;no;393
34;admin,;married;professional,course;no;yes;82
32;blue-collar;single;basic,4y;no;no;136
38;admin,;married;high,school;no;no;203
34;admin,;married;university,degree;no;yes;119
43;admin,;married;university,degree;no;no;136
38;admin,;married;high,school;no;no;733
43;admin,;married;university,degree;no;no;524
26;blue-collar;married;basic,9y;no;no;106
24;admin,;married;high,school;no;no;42
32;technician;married;professional,course;no;no;711
26;blue-collar;married;basic,9y;no;no;99
35;admin,;single;high,school;no;no;136
43;management;married;basic,9y;no;no;217
39;blue-collar;married;basic,6y;no;no;634
26;admin,;married;high,school;no;no;260
25;technician;single;university,degree;no;no;460
38;entrepreneur;married;basic,9y;no;yes;133
38;services;single;high,school;no;no;166
48;technician;married;high,school;no;no;143
48;management;married;high,school;no;no;116
33;technician;married;high,school;no;no;176
33;services;married;high,school;no;no;130
33;services;married;high,school;no;no;272
26;blue-collar;married;basic,9y;no;no;90
48;management;married;high,school;no;no;705
47;technician;married;professional,course;no;yes;106
47;technician;married;professional,course;no;no;455
41;admin,;single;university,degree;no;no;253
48;management;married;high,school;no;no;154
28;admin,;single;unknown;no;no;574
27;admin,;single;professional,course;no;no;46
24;student;single;high,school;no;no;86
41;admin,;single;university,degree;no;no;362
29;admin,;single;high,school;no;no;574
29;blue-collar;married;basic,9y;no;no;249
43;admin,;single;high,school;no;no;120
30;technician;single;university,degree;no;no;402
38;blue-collar;married;high,school;no;no;165
42;blue-collar;married;basic,6y;no;no;71
42;blue-collar;married;basic,6y;no;no;190
56;technician;divorced;professional,course;no;no;143
30;services;married;basic,9y;no;no;186
25;services;married;high,school;no;no;1767
34;admin,;married;university,degree;no;no;145
30;technician;single;professional,course;no;no;125
30;technician;single;professional,course;no;no;156
46;services;married;basic,9y;no;no;630
30;technician;single;high,school;no;no;116
35;blue-collar;married;basic,4y;no;no;545
30;unemployed;single;basic,4y;no;yes;489
37;admin,;married;university,degree;no;no;197
28;blue-collar;married;basic,9y;no;no;245
34;technician;single;university,degree;no;no;173
28;services;married;high,school;no;no;214
34;technician;single;university,degree;no;yes;1082
42;blue-collar;married;basic,9y;no;no;730
29;self-employed;married;unknown;no;no;125
30;technician;single;professional,course;no;no;259
42;blue-collar;married;basic,6y;no;no;211
30;technician;single;professional,course;no;no;163
39;services;married;high,school;no;no;297
40;technician;divorced;professional,course;no;no;122
34;technician;single;university,degree;no;no;116
26;blue-collar;married;basic,9y;no;no;250
37;blue-collar;single;basic,6y;no;no;338
32;blue-collar;married;university,degree;no;no;212
25;admin,;single;high,school;no;yes;586
26;blue-collar;married;basic,9y;no;no;77
28;services;married;high,school;no;no;413
43;technician;single;professional,course;no;no;97
34;self-employed;divorced;professional,course;no;no;361
29;technician;single;university,degree;no;yes;293
23;admin,;single;high,school;no;no;220
27;admin,;single;professional,course;no;no;803
34;technician;single;university,degree;no;no;159
20;blue-collar;married;basic,4y;no;yes;285
30;technician;married;university,degree;no;no;305
37;blue-collar;single;professional,course;no;no;96
34;blue-collar;married;basic,9y;no;yes;215
27;admin,;single;high,school;no;no;185
27;admin,;single;high,school;no;no;297
27;admin,;single;high,school;no;no;491
55;retired;married;basic,6y;no;no;61
32;admin,;single;university,degree;no;no;1027
27;entrepreneur;married;high,school;no;no;831
26;entrepreneur;married;basic,4y;no;no;510
27;admin,;single;professional,course;no;no;338
23;entrepreneur;married;professional,course;no;no;58
43;management;single;university,degree;no;no;312
28;blue-collar;married;basic,9y;no;no;55
27;admin,;single;high,school;no;no;216
27;admin,;single;high,school;no;no;317
43;blue-collar;divorced;basic,9y;no;no;108
29;admin,;married;high,school;no;yes;165
33;blue-collar;single;basic,9y;no;yes;141
41;blue-collar;married;unknown;no;no;89
41;blue-collar;married;unknown;no;yes;161
52;retired;married;basic,6y;no;no;203
27;admin,;single;high,school;no;no;158
27;admin,;single;high,school;no;no;192
35;blue-collar;married;professional,course;no;no;584
49;management;married;university,degree;no;yes;606
42;blue-collar;married;basic,9y;no;no;119
57;retired;married;professional,course;no;yes;1720
30;blue-collar;married;basic,9y;no;no;623
29;technician;married;professional,course;no;no;294
27;admin,;single;professional,course;no;yes;518
38;blue-collar;married;basic,9y;no;no;171
32;services;married;high,school;no;yes;302
52;admin,;divorced;university,degree;no;no;323
33;blue-collar;single;basic,9y;no;no;346
35;entrepreneur;married;basic,9y;no;no;291
31;blue-collar;married;basic,6y;no;no;107
59;housemaid;married;basic,4y;no;no;483
28;services;married;high,school;no;no;289
28;services;married;high,school;no;no;262
32;technician;single;professional,course;no;no;52
26;management;single;university,degree;no;no;517
28;services;married;high,school;no;no;554
28;services;married;high,school;no;no;96
34;technician;single;university,degree;no;no;117
28;services;married;high,school;no;yes;378
28;services;married;high,school;no;no;171
31;admin,;single;high,school;no;no;21
33;blue-collar;single;basic,9y;no;no;116
28;services;single;high,school;no;no;82
29;admin,;married;high,school;no;yes;65
43;blue-collar;divorced;basic,9y;no;no;141
30;technician;single;high,school;no;no;17
31;admin,;single;high,school;no;no;140
43;admin,;married;university,degree;no;no;187
30;technician;single;professional,course;no;no;136
34;management;single;unknown;no;no;416
38;blue-collar;married;basic,9y;no;no;283
42;blue-collar;married;basic,6y;no;no;109
35;admin,;married;university,degree;no;no;480
34;technician;single;university,degree;no;no;120
28;services;married;high,school;no;no;103
24;student;single;high,school;no;no;284
33;admin,;single;high,school;no;yes;127
26;technician;single;professional,course;no;no;529
24;student;single;high,school;no;no;199
25;blue-collar;single;basic,4y;no;no;104
35;services;single;high,school;no;no;191
35;services;single;high,school;no;no;161
35;services;single;high,school;no;no;89
24;student;single;high,school;no;no;1111
55;technician;divorced;professional,course;no;no;71
31;admin,;single;professional,course;no;no;173
25;services;married;high,school;no;no;329
29;technician;single;university,degree;no;no;225
52;admin,;divorced;university,degree;no;no;210
32;admin,;married;basic,9y;no;no;320
32;blue-collar;single;basic,4y;no;no;142
29;admin,;single;basic,9y;no;no;280
